ConditionName,Fatalities,CountryISO,Admin1Name,CityName,PeriodStartDate,PeriodEndDate,CountValue,
Mumps,0,US,IOWA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,RHODE ISLAND,NA,1/3/93,1/9/93,1,6
Mumps,0,US,TENNESSEE,NA,1/3/93,1/9/93,2,6
Mumps,0,US,ALABAMA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,OKLAHOMA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,CALIFORNIA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,OHIO,NA,1/3/93,1/9/93,3,6
Mumps,0,US,MICHIGAN,NA,1/3/93,1/9/93,2,6
Mumps,0,US,IOWA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,RHODE ISLAND,NA,1/3/93,1/9/93,1,6
Mumps,0,US,TENNESSEE,NA,1/3/93,1/9/93,2,6
Mumps,0,US,ALABAMA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,OKLAHOMA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,CALIFORNIA,NA,1/3/93,1/9/93,1,6
Mumps,0,US,MICHIGAN,NA,12/20/92,12/26/92,3,6
Mumps,0,US,WASHINGTON,NA,12/20/92,12/26/92,1,6
Mumps,0,US,PUERTO RICO,NA,12/20/92,12/26/92,1,6
Mumps,0,US,COLORADO,NA,12/20/92,12/26/92,1,6
Mumps,0,US,KANSAS,NA,12/20/92,12/26/92,1,6
Mumps,0,US,FLORIDA,NA,12/20/92,12/26/92,2,6
Mumps,0,US,TEXAS,NA,12/20/92,12/26/92,5,6
Mumps,0,US,MISSOURI,NA,12/20/92,12/26/92,1,6
Mumps,0,US,CALIFORNIA,NA,12/20/92,12/26/92,7,6
Mumps,0,US,HAWAII,NA,12/20/92,12/26/92,1,6
Mumps,0,US,LOUISIANA,NA,12/20/92,12/26/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,12/20/92,12/26/92,11,6
Mumps,0,US,OHIO,NA,12/13/92,12/19/92,1,6
Mumps,0,US,MICHIGAN,NA,12/13/92,12/19/92,4,6
Mumps,0,US,WASHINGTON,NA,12/13/92,12/19/92,2,6
Mumps,0,US,PUERTO RICO,NA,12/13/92,12/19/92,1,6
Mumps,0,US,MARYLAND,NA,12/13/92,12/19/92,4,6
Mumps,0,US,COLORADO,NA,12/13/92,12/19/92,1,6
Mumps,0,US,TEXAS,NA,12/13/92,12/19/92,2,6
Mumps,0,US,MISSOURI,NA,12/13/92,12/19/92,1,6
Mumps,0,US,CALIFORNIA,NA,12/13/92,12/19/92,8,6
Mumps,0,US,OHIO,NA,12/6/92,12/12/92,1,6
Mumps,0,US,NEVADA,NA,12/6/92,12/12/92,1,6
Mumps,0,US,ILLINOIS,NA,12/6/92,12/12/92,1,6
Mumps,0,US,NEBRASKA,NA,12/6/92,12/12/92,1,6
Mumps,0,US,MARYLAND,NA,12/6/92,12/12/92,2,6
Mumps,0,US,COLORADO,NA,12/6/92,12/12/92,3,6
Mumps,0,US,VIRGINIA,NA,12/6/92,12/12/92,1,6
Mumps,0,US,FLORIDA,NA,12/6/92,12/12/92,1,6
Mumps,0,US,TEXAS,NA,12/6/92,12/12/92,11,6
Mumps,0,US,WEST VIRGINIA,NA,12/6/92,12/12/92,2,6
Mumps,0,US,PENNSYLVANIA,NA,12/6/92,12/12/92,2,6
Mumps,0,US,MICHIGAN,NA,11/29/92,12/5/92,2,6
Mumps,0,US,WASHINGTON,NA,11/29/92,12/5/92,2,6
Mumps,0,US,MARYLAND,NA,11/29/92,12/5/92,2,6
Mumps,0,US,COLORADO,NA,11/29/92,12/5/92,4,6
Mumps,0,US,VIRGINIA,NA,11/29/92,12/5/92,5,6
Mumps,0,US,ALABAMA,NA,11/29/92,12/5/92,1,6
Mumps,0,US,OKLAHOMA,NA,11/29/92,12/5/92,2,6
Mumps,0,US,FLORIDA,NA,11/29/92,12/5/92,1,6
Mumps,0,US,TEXAS,NA,11/29/92,12/5/92,1,6
Mumps,0,US,UTAH,NA,11/29/92,12/5/92,1,6
Mumps,0,US,MISSOURI,NA,11/29/92,12/5/92,3,6
Mumps,0,US,CALIFORNIA,NA,11/29/92,12/5/92,5,6
Mumps,0,US,NORTH CAROLINA,NA,11/29/92,12/5/92,6,6
Mumps,0,US,WEST VIRGINIA,NA,11/29/92,12/5/92,2,6
Mumps,0,US,LOUISIANA,NA,11/29/92,12/5/92,1,6
Mumps,0,US,OHIO,NA,11/22/92,11/28/92,5,6
Mumps,0,US,MICHIGAN,NA,11/22/92,11/28/92,1,6
Mumps,0,US,WASHINGTON,NA,11/22/92,11/28/92,1,6
Mumps,0,US,INDIANA,NA,11/22/92,11/28/92,1,6
Mumps,0,US,MARYLAND,NA,11/22/92,11/28/92,2,6
Mumps,0,US,FLORIDA,NA,11/22/92,11/28/92,3,6
Mumps,0,US,TEXAS,NA,11/22/92,11/28/92,6,6
Mumps,0,US,CALIFORNIA,NA,11/22/92,11/28/92,5,6
Mumps,0,US,NORTH CAROLINA,NA,11/22/92,11/28/92,1,6
Mumps,0,US,OHIO,NA,11/15/92,11/21/92,3,6
Mumps,0,US,MICHIGAN,NA,11/15/92,11/21/92,1,6
Mumps,0,US,NEW JERSEY,NA,11/15/92,11/21/92,4,6
Mumps,0,US,NEW HAMPSHIRE,NA,11/15/92,11/21/92,3,6
Mumps,0,US,NEBRASKA,NA,11/15/92,11/21/92,1,6
Mumps,0,US,DISTRICT OF COLUMBIA,NA,11/15/92,11/21/92,2,6
Mumps,0,US,MARYLAND,NA,11/15/92,11/21/92,1,6
Mumps,0,US,IOWA,NA,11/15/92,11/21/92,1,6
Mumps,0,US,RHODE ISLAND,NA,11/15/92,11/21/92,1,6
Mumps,0,US,FLORIDA,NA,11/15/92,11/21/92,1,6
Mumps,0,US,TEXAS,NA,11/15/92,11/21/92,15,6
Mumps,0,US,CALIFORNIA,NA,11/15/92,11/21/92,4,6
Mumps,0,US,IDAHO,NA,11/15/92,11/21/92,1,6
Mumps,0,US,WEST VIRGINIA,NA,11/15/92,11/21/92,1,6
Mumps,0,US,LOUISIANA,NA,11/15/92,11/21/92,3,6
Mumps,0,US,MICHIGAN,NA,11/8/92,11/14/92,1,6
Mumps,0,US,MARYLAND,NA,11/8/92,11/14/92,2,6
Mumps,0,US,GEORGIA,NA,11/8/92,11/14/92,5,6
Mumps,0,US,OKLAHOMA,NA,11/8/92,11/14/92,2,6
Mumps,0,US,TEXAS,NA,11/8/92,11/14/92,2,6
Mumps,0,US,MISSOURI,NA,11/8/92,11/14/92,1,6
Mumps,0,US,CALIFORNIA,NA,11/8/92,11/14/92,8,6
Mumps,0,US,HAWAII,NA,11/8/92,11/14/92,4,6
Mumps,0,US,OHIO,NA,11/1/92,11/7/92,8,6
Mumps,0,US,MARYLAND,NA,11/1/92,11/7/92,1,6
Mumps,0,US,IOWA,NA,11/1/92,11/7/92,1,6
Mumps,0,US,COLORADO,NA,11/1/92,11/7/92,1,6
Mumps,0,US,VIRGINIA,NA,11/1/92,11/7/92,3,6
Mumps,0,US,FLORIDA,NA,11/1/92,11/7/92,1,6
Mumps,0,US,TEXAS,NA,11/1/92,11/7/92,12,6
Mumps,0,US,UTAH,NA,11/1/92,11/7/92,1,6
Mumps,0,US,CALIFORNIA,NA,11/1/92,11/7/92,4,6
Mumps,0,US,NORTH CAROLINA,NA,11/1/92,11/7/92,16,6
Mumps,0,US,PENNSYLVANIA,NA,11/1/92,11/7/92,5,6
Mumps,0,US,MICHIGAN,NA,10/18/92,10/24/92,1,6
Mumps,0,US,NEVADA,NA,10/18/92,10/24/92,1,6
Mumps,0,US,INDIANA,NA,10/18/92,10/24/92,1,6
Mumps,0,US,MARYLAND,NA,10/18/92,10/24/92,2,6
Mumps,0,US,IOWA,NA,10/18/92,10/24/92,1,6
Mumps,0,US,FLORIDA,NA,10/18/92,10/24/92,1,6
Mumps,0,US,TEXAS,NA,10/18/92,10/24/92,3,6
Mumps,0,US,UTAH,NA,10/18/92,10/24/92,1,6
Mumps,0,US,CALIFORNIA,NA,10/18/92,10/24/92,3,6
Mumps,0,US,LOUISIANA,NA,10/18/92,10/24/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,10/18/92,10/24/92,2,6
Mumps,0,US,OHIO,NA,10/11/92,10/17/92,4,6
Mumps,0,US,MICHIGAN,NA,10/11/92,10/17/92,2,6
Mumps,0,US,NEW JERSEY,NA,10/11/92,10/17/92,3,6
Mumps,0,US,ARKANSAS,NA,10/11/92,10/17/92,2,6
Mumps,0,US,MARYLAND,NA,10/11/92,10/17/92,1,6
Mumps,0,US,ALASKA,NA,10/11/92,10/17/92,2,6
Mumps,0,US,FLORIDA,NA,10/11/92,10/17/92,1,6
Mumps,0,US,TEXAS,NA,10/11/92,10/17/92,10,6
Mumps,0,US,UTAH,NA,10/11/92,10/17/92,1,6
Mumps,0,US,MISSOURI,NA,10/11/92,10/17/92,1,6
Mumps,0,US,CALIFORNIA,NA,10/11/92,10/17/92,3,6
Mumps,0,US,WEST VIRGINIA,NA,10/11/92,10/17/92,2,6
Mumps,0,US,PENNSYLVANIA,NA,10/11/92,10/17/92,1,6
Mumps,0,US,"VIRGIN ISLANDS, U.S.",NA,10/11/92,10/17/92,1,6
Mumps,0,US,MICHIGAN,NA,10/4/92,10/10/92,1,6
Mumps,0,US,NEVADA,NA,10/4/92,10/10/92,2,6
Mumps,0,US,WASHINGTON,NA,10/4/92,10/10/92,1,6
Mumps,0,US,MARYLAND,NA,10/4/92,10/10/92,2,6
Mumps,0,US,SOUTH CAROLINA,NA,10/4/92,10/10/92,2,6
Mumps,0,US,COLORADO,NA,10/4/92,10/10/92,1,6
Mumps,0,US,TENNESSEE,NA,10/4/92,10/10/92,1,6
Mumps,0,US,ALABAMA,NA,10/4/92,10/10/92,1,6
Mumps,0,US,TEXAS,NA,10/4/92,10/10/92,8,6
Mumps,0,US,CALIFORNIA,NA,10/4/92,10/10/92,6,6
Mumps,0,US,NORTH CAROLINA,NA,10/4/92,10/10/92,12,6
Mumps,0,US,HAWAII,NA,10/4/92,10/10/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,10/4/92,10/10/92,2,6
Mumps,0,US,WISCONSIN,NA,9/27/92,10/3/92,1,6
Mumps,0,US,MICHIGAN,NA,9/27/92,10/3/92,3,6
Mumps,0,US,NEVADA,NA,9/27/92,10/3/92,1,6
Mumps,0,US,MISSISSIPPI,NA,9/27/92,10/3/92,1,6
Mumps,0,US,MARYLAND,NA,9/27/92,10/3/92,3,6
Mumps,0,US,TEXAS,NA,9/27/92,10/3/92,4,6
Mumps,0,US,CALIFORNIA,NA,9/27/92,10/3/92,9,6
Mumps,0,US,WEST VIRGINIA,NA,9/27/92,10/3/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,9/27/92,10/3/92,2,6
Mumps,0,US,OHIO,NA,9/20/92,9/26/92,3,6
Mumps,0,US,MICHIGAN,NA,9/20/92,9/26/92,2,6
Mumps,0,US,WASHINGTON,NA,9/20/92,9/26/92,2,6
Mumps,0,US,INDIANA,NA,9/20/92,9/26/92,1,6
Mumps,0,US,COLORADO,NA,9/20/92,9/26/92,1,6
Mumps,0,US,FLORIDA,NA,9/20/92,9/26/92,3,6
Mumps,0,US,TEXAS,NA,9/20/92,9/26/92,31,6
Mumps,0,US,UTAH,NA,9/20/92,9/26/92,1,6
Mumps,0,US,MISSOURI,NA,9/20/92,9/26/92,1,6
Mumps,0,US,CALIFORNIA,NA,9/20/92,9/26/92,5,6
Mumps,0,US,HAWAII,NA,9/20/92,9/26/92,1,6
Mumps,0,US,LOUISIANA,NA,9/20/92,9/26/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,9/20/92,9/26/92,17,6
Mumps,0,US,MICHIGAN,NA,9/13/92,9/19/92,1,6
Mumps,0,US,DELAWARE,NA,9/13/92,9/19/92,2,6
Mumps,0,US,ARIZONA,NA,9/13/92,9/19/92,1,6
Mumps,0,US,MARYLAND,NA,9/13/92,9/19/92,1,6
Mumps,0,US,MASSACHUSETTS,NA,9/13/92,9/19/92,1,6
Mumps,0,US,ALABAMA,NA,9/13/92,9/19/92,1,6
Mumps,0,US,TEXAS,NA,9/13/92,9/19/92,6,6
Mumps,0,US,MISSOURI,NA,9/13/92,9/19/92,1,6
Mumps,0,US,CALIFORNIA,NA,9/13/92,9/19/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,9/13/92,9/19/92,1,6
Mumps,0,US,DELAWARE,NA,9/6/92,9/12/92,1,6
Mumps,0,US,ARIZONA,NA,9/6/92,9/12/92,1,6
Mumps,0,US,VIRGINIA,NA,9/6/92,9/12/92,3,6
Mumps,0,US,ALABAMA,NA,9/6/92,9/12/92,1,6
Mumps,0,US,OKLAHOMA,NA,9/6/92,9/12/92,1,6
Mumps,0,US,FLORIDA,NA,9/6/92,9/12/92,1,6
Mumps,0,US,TEXAS,NA,9/6/92,9/12/92,1,6
Mumps,0,US,CALIFORNIA,NA,9/6/92,9/12/92,2,6
Mumps,0,US,HAWAII,NA,9/6/92,9/12/92,1,6
Mumps,0,US,"VIRGIN ISLANDS, U.S.",NA,9/6/92,9/12/92,1,6
Mumps,0,US,OHIO,NA,8/30/92,9/5/92,2,6
Mumps,0,US,MARYLAND,NA,8/30/92,9/5/92,1,6
Mumps,0,US,COLORADO,NA,8/30/92,9/5/92,1,6
Mumps,0,US,MISSOURI,NA,8/30/92,9/5/92,1,6
Mumps,0,US,CALIFORNIA,NA,8/30/92,9/5/92,3,6
Mumps,0,US,LOUISIANA,NA,8/30/92,9/5/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,8/30/92,9/5/92,1,6
Mumps,0,US,MICHIGAN,NA,8/23/92,8/29/92,3,6
Mumps,0,US,NEVADA,NA,8/23/92,8/29/92,1,6
Mumps,0,US,INDIANA,NA,8/23/92,8/29/92,1,6
Mumps,0,US,MARYLAND,NA,8/23/92,8/29/92,1,6
Mumps,0,US,SOUTH CAROLINA,NA,8/23/92,8/29/92,1,6
Mumps,0,US,CONNECTICUT,NA,8/23/92,8/29/92,2,6
Mumps,0,US,GEORGIA,NA,8/23/92,8/29/92,14,6
Mumps,0,US,COLORADO,NA,8/23/92,8/29/92,1,6
Mumps,0,US,OKLAHOMA,NA,8/23/92,8/29/92,1,6
Mumps,0,US,TEXAS,NA,8/23/92,8/29/92,7,6
Mumps,0,US,CALIFORNIA,NA,8/23/92,8/29/92,1,6
Mumps,0,US,DELAWARE,NA,8/16/92,8/22/92,1,6
Mumps,0,US,COLORADO,NA,8/16/92,8/22/92,1,6
Mumps,0,US,FLORIDA,NA,8/16/92,8/22/92,1,6
Mumps,0,US,TEXAS,NA,8/16/92,8/22/92,3,6
Mumps,0,US,CALIFORNIA,NA,8/16/92,8/22/92,4,6
Mumps,0,US,OHIO,NA,8/9/92,8/15/92,7,6
Mumps,0,US,MISSISSIPPI,NA,8/9/92,8/15/92,1,6
Mumps,0,US,VERMONT,NA,8/9/92,8/15/92,1,6
Mumps,0,US,FLORIDA,NA,8/9/92,8/15/92,2,6
Mumps,0,US,CALIFORNIA,NA,8/9/92,8/15/92,2,6
Mumps,0,US,LOUISIANA,NA,8/9/92,8/15/92,2,6
Mumps,0,US,SOUTH CAROLINA,NA,8/2/92,8/8/92,1,6
Mumps,0,US,TENNESSEE,NA,8/2/92,8/8/92,1,6
Mumps,0,US,ALABAMA,NA,8/2/92,8/8/92,2,6
Mumps,0,US,TEXAS,NA,8/2/92,8/8/92,6,6
Mumps,0,US,CALIFORNIA,NA,8/2/92,8/8/92,1,6
Mumps,0,US,NORTH CAROLINA,NA,8/2/92,8/8/92,55,6
Mumps,0,US,HAWAII,NA,8/2/92,8/8/92,5,6
Mumps,0,US,LOUISIANA,NA,8/2/92,8/8/92,1,6
Mumps,0,US,MICHIGAN,NA,7/26/92,8/1/92,1,6
Mumps,0,US,NEW HAMPSHIRE,NA,7/26/92,8/1/92,1,6
Mumps,0,US,ARIZONA,NA,7/26/92,8/1/92,2,6
Mumps,0,US,MARYLAND,NA,7/26/92,8/1/92,1,6
Mumps,0,US,ALABAMA,NA,7/26/92,8/1/92,1,6
Mumps,0,US,FLORIDA,NA,7/26/92,8/1/92,1,6
Mumps,0,US,CALIFORNIA,NA,7/26/92,8/1/92,6,6
Mumps,0,US,LOUISIANA,NA,7/26/92,8/1/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,7/26/92,8/1/92,2,6
Mumps,0,US,WASHINGTON,NA,7/19/92,7/25/92,1,6
Mumps,0,US,MARYLAND,NA,7/19/92,7/25/92,1,6
Mumps,0,US,SOUTH CAROLINA,NA,7/19/92,7/25/92,1,6
Mumps,0,US,IOWA,NA,7/19/92,7/25/92,1,6
Mumps,0,US,COLORADO,NA,7/19/92,7/25/92,1,6
Mumps,0,US,TEXAS,NA,7/19/92,7/25/92,3,6
Mumps,0,US,UTAH,NA,7/19/92,7/25/92,6,6
Mumps,0,US,CALIFORNIA,NA,7/19/92,7/25/92,5,6
Mumps,0,US,HAWAII,NA,7/19/92,7/25/92,2,6
Mumps,0,US,PENNSYLVANIA,NA,7/19/92,7/25/92,2,6
Mumps,0,US,MINNESOTA,NA,7/12/92,7/18/92,1,6
Mumps,0,US,MARYLAND,NA,7/12/92,7/18/92,2,6
Mumps,0,US,IOWA,NA,7/12/92,7/18/92,2,6
Mumps,0,US,VIRGINIA,NA,7/12/92,7/18/92,5,6
Mumps,0,US,FLORIDA,NA,7/12/92,7/18/92,4,6
Mumps,0,US,TEXAS,NA,7/12/92,7/18/92,3,6
Mumps,0,US,UTAH,NA,7/12/92,7/18/92,1,6
Mumps,0,US,CALIFORNIA,NA,7/12/92,7/18/92,4,6
Mumps,0,US,PENNSYLVANIA,NA,7/12/92,7/18/92,2,6
Mumps,0,US,"VIRGIN ISLANDS, U.S.",NA,7/12/92,7/18/92,1,6
Mumps,0,US,MISSISSIPPI,NA,7/5/92,7/11/92,1,6
Mumps,0,US,MINNESOTA,NA,7/5/92,7/11/92,1,6
Mumps,0,US,MARYLAND,NA,7/5/92,7/11/92,2,6
Mumps,0,US,COLORADO,NA,7/5/92,7/11/92,1,6
Mumps,0,US,FLORIDA,NA,7/5/92,7/11/92,6,6
Mumps,0,US,TEXAS,NA,7/5/92,7/11/92,10,6
Mumps,0,US,MISSOURI,NA,7/5/92,7/11/92,1,6
Mumps,0,US,CALIFORNIA,NA,7/5/92,7/11/92,7,6
Mumps,0,US,NORTH CAROLINA,NA,7/5/92,7/11/92,2,6
Mumps,0,US,PENNSYLVANIA,NA,7/5/92,7/11/92,3,6
Mumps,0,US,OHIO,NA,6/28/92,7/4/92,10,6
Mumps,0,US,NEVADA,NA,6/28/92,7/4/92,2,6
Mumps,0,US,MINNESOTA,NA,6/28/92,7/4/92,2,6
Mumps,0,US,DISTRICT OF COLUMBIA,NA,6/28/92,7/4/92,2,6
Mumps,0,US,COLORADO,NA,6/28/92,7/4/92,1,6
Mumps,0,US,FLORIDA,NA,6/28/92,7/4/92,3,6
Mumps,0,US,TEXAS,NA,6/28/92,7/4/92,3,6
Mumps,0,US,MISSOURI,NA,6/28/92,7/4/92,1,6
Mumps,0,US,CALIFORNIA,NA,6/28/92,7/4/92,6,6
Mumps,0,US,IDAHO,NA,6/28/92,7/4/92,1,6
Mumps,0,US,"VIRGIN ISLANDS, U.S.",NA,6/28/92,7/4/92,1,6
Mumps,0,US,MICHIGAN,NA,6/21/92,6/27/92,1,6
Mumps,0,US,MINNESOTA,NA,6/21/92,6/27/92,1,6
Mumps,0,US,COLORADO,NA,6/21/92,6/27/92,6,6
Mumps,0,US,FLORIDA,NA,6/21/92,6/27/92,5,6
Mumps,0,US,TEXAS,NA,6/21/92,6/27/92,4,6
Mumps,0,US,CALIFORNIA,NA,6/21/92,6/27/92,12,6
Mumps,0,US,HAWAII,NA,6/21/92,6/27/92,1,6
Mumps,0,US,OHIO,NA,6/14/92,6/20/92,8,6
Mumps,0,US,MICHIGAN,NA,6/14/92,6/20/92,3,6
Mumps,0,US,NEW HAMPSHIRE,NA,6/14/92,6/20/92,1,6
Mumps,0,US,NEBRASKA,NA,6/14/92,6/20/92,1,6
Mumps,0,US,MINNESOTA,NA,6/14/92,6/20/92,7,6
Mumps,0,US,MARYLAND,NA,6/14/92,6/20/92,9,6
Mumps,0,US,GEORGIA,NA,6/14/92,6/20/92,2,6
Mumps,0,US,ALABAMA,NA,6/14/92,6/20/92,1,6
Mumps,0,US,OKLAHOMA,NA,6/14/92,6/20/92,1,6
Mumps,0,US,FLORIDA,NA,6/14/92,6/20/92,9,6
Mumps,0,US,TEXAS,NA,6/14/92,6/20/92,1,6
Mumps,0,US,UTAH,NA,6/14/92,6/20/92,1,6
Mumps,0,US,CALIFORNIA,NA,6/14/92,6/20/92,7,6
Mumps,0,US,PENNSYLVANIA,NA,6/14/92,6/20/92,1,6
Mumps,0,US,MICHIGAN,NA,6/7/92,6/13/92,3,6
Mumps,0,US,INDIANA,NA,6/7/92,6/13/92,1,6
Mumps,0,US,DISTRICT OF COLUMBIA,NA,6/7/92,6/13/92,1,6
Mumps,0,US,MARYLAND,NA,6/7/92,6/13/92,3,6
Mumps,0,US,IOWA,NA,6/7/92,6/13/92,2,6
Mumps,0,US,OKLAHOMA,NA,6/7/92,6/13/92,1,6
Mumps,0,US,FLORIDA,NA,6/7/92,6/13/92,7,6
Mumps,0,US,TEXAS,NA,6/7/92,6/13/92,17,6
Mumps,0,US,CALIFORNIA,NA,6/7/92,6/13/92,1,6
Mumps,0,US,WEST VIRGINIA,NA,6/7/92,6/13/92,2,6
Mumps,0,US,PENNSYLVANIA,NA,6/7/92,6/13/92,2,6
Mumps,0,US,MICHIGAN,NA,5/31/92,6/6/92,2,6
Mumps,0,US,MARYLAND,NA,5/31/92,6/6/92,1,6
Mumps,0,US,CONNECTICUT,NA,5/31/92,6/6/92,1,6
Mumps,0,US,COLORADO,NA,5/31/92,6/6/92,1,6
Mumps,0,US,FLORIDA,NA,5/31/92,6/6/92,12,6
Mumps,0,US,TEXAS,NA,5/31/92,6/6/92,29,6
Mumps,0,US,MONTANA,NA,5/31/92,6/6/92,1,6
Mumps,0,US,MISSOURI,NA,5/31/92,6/6/92,1,6
Mumps,0,US,CALIFORNIA,NA,5/31/92,6/6/92,1,6
Mumps,0,US,LOUISIANA,NA,5/31/92,6/6/92,1,6
Mumps,0,US,MICHIGAN,NA,5/24/92,5/30/92,4,6
Mumps,0,US,ARKANSAS,NA,5/24/92,5/30/92,1,6
Mumps,0,US,MASSACHUSETTS,NA,5/24/92,5/30/92,1,6
Mumps,0,US,FLORIDA,NA,5/24/92,5/30/92,3,6
Mumps,0,US,TEXAS,NA,5/24/92,5/30/92,11,6
Mumps,0,US,UTAH,NA,5/24/92,5/30/92,2,6
Mumps,0,US,CALIFORNIA,NA,5/24/92,5/30/92,3,6
Mumps,0,US,NORTH CAROLINA,NA,5/24/92,5/30/92,41,6
Mumps,0,US,HAWAII,NA,5/24/92,5/30/92,1,6
Mumps,0,US,PENNSYLVANIA,NA,5/24/92,5/30/92,3,6
Mumps,0,US,MICHIGAN,NA,5/17/92,5/23/92,2,6
Mumps,0,US,WASHINGTON,NA,5/17/92,5/23/92,1,6
Mumps,0,US,NEW HAMPSHIRE,NA,5/17/92,5/23/92,1,6
Mumps,0,US,MISSISSIPPI,NA,5/17/92,5/23/92,1,6
Mumps,0,US,ARKANSAS,NA,5/17/92,5/23/92,1,6
Mumps,0,US,MARYLAND,NA,5/17/92,5/23/92,1,6
Mumps,0,US,CONNECTICUT,NA,5/17/92,5/23/92,4,6
Mumps,0,US,TENNESSEE,NA,5/17/92,5/23/92,1,6
Mumps,0,US,ALASKA,NA,5/17/92,5/23/92,1,6
Mumps,0,US,ALABAMA,NA,5/17/92,5/23/92,1,6
Mumps,0,US,FLORIDA,NA,5/17/92,5/23/92,18,6
Mumps,0,US,MISSOURI,NA,5/17/92,5/23/92,1,6
Mumps,0,US,CALIFORNIA,NA,5/17/92,5/23/92,1,6
Mumps,0,US,WEST VIRGINIA,NA,5/17/92,5/23/92,1,6
Mumps,0,US,HAWAII,NA,5/17/92,5/23/92,5,6
Mumps,0,US,OHIO,NA,5/10/92,5/16/92,9,6
Mumps,0,US,MICHIGAN,NA,5/10/92,5/16/92,3,6
Mumps,0,US,WASHINGTON,NA,5/10/92,5/16/92,1,6
Mumps,0,US,DELAWARE,NA,5/10/92,5/16/92,1,6
Mumps,0,US,NEBRASKA,NA,5/10/92,5/16/92,1,6
Mumps,0,US,MINNESOTA,NA,5/10/92,5/16/92,2,6
Mumps,0,US,MARYLAND,NA,5/10/92,5/16/92,4,6
Mumps,0,US,IOWA,NA,5/10/92,5/16/92,1,6
Mumps,0,US,GEORGIA,NA,5/10/92,5/16/92,5,6
Mumps,0,US,COLORADO,NA,5/10/92,5/16/92,1,6
Mumps,0,US,OKLAHOMA,NA,5/10/92,5/16/92,1,6
Mumps,0,US,FLORIDA,NA,5/10/92,5/16/92,3,6
Mumps,0,US,TEXAS,NA,5/10/92,5/16/92,8,6
Mumps,0,US,MONTANA,NA,5/10/92,5/16/92,1,6
Mumps,0,US,MISSOURI,NA,5/10/92,5/16/92,1,6
Mumps,0,US,CALIFORNIA,NA,5/10/92,5/16/92,5,6
Mumps,0,US,IDAHO,NA,5/10/92,5/16/92,1,6
Mumps,0,US,WEST VIRGINIA,NA,5/10/92,5/16/92,4,6
Mumps,0,US,LOUISIANA,NA,5/10/92,5/16/92,3,6
Mumps,0,US,"VIRGIN ISLANDS, U.S.",NA,5/10/92,5/16/92,2,6
Mumps,0,US,OHIO,NA,4/26/92,5/2/92,3,6
Mumps,0,US,MICHIGAN,NA,4/26/92,5/2/92,4,6
Mumps,0,US,DELAWARE,NA,4/26/92,5/2/92,1,6
Mumps,0,US,ARIZONA,NA,4/26/92,5/2/92,2,6
Mumps,0,US,PUERTO RICO,NA,4/26/92,5/2/92,1,6
Mumps,0,US,MARYLAND,NA,4/26/92,5/2/92,1,6
Mumps,0,US,SOUTH CAROLINA,NA,4/26/92,5/2/92,1,6
Mumps,0,US,FLORIDA,NA,4/26/92,5/2/92,9,6
Mumps,0,US,TEXAS,NA,4/26/92,5/2/92,5,6
Mumps,0,US,MISSOURI,NA,4/26/92,5/2/92,3,6
Mumps,0,US,CALIFORNIA,NA,4/26/92,5/2/92,4,6
Mumps,0,US,PENNSYLVANIA,NA,4/26/92,5/2/92,2,6
Mumps,0,US,OHIO,NA,4/19/92,4/25/92,8,6
Mumps,0,US,MICHIGAN,NA,4/19/92,4/25/92,1,6
Mumps,0,US,NEVADA,NA,4/19/92,4/25/92,1,6
Mumps,0,US,WASHINGTON,NA,4/19/92,4/25/92,1,6
Mumps,0,US,DELAWARE,NA,4/19/92,4/25/92,1,6
Mumps,0,US,MISSISSIPPI,NA,4/19/92,4/25/92,1,6
Mumps,0,US,MARYLAND,NA,4/19/92,4/25/92,1,6
Mumps,0,US,OKLAHOMA,NA,4/19/92,4/25/92,2,6
Mumps,0,US,FLORIDA,NA,4/19/92,4/25/92,10,6
Mumps,0,US,TEXAS,NA,4/19/92,4/25/92,4,6
Mumps,0,US,CALIFORNIA,NA,4/19/92,4/25/92,4,6
Mumps,0,US,IDAHO,NA,4/19/92,4/25/92,1,6
Mumps,0,US,NORTH CAROLINA,NA,4/19/92,4/25/92,14,6
Mumps,0,US,WEST VIRGINIA,NA,4/19/92,4/25/92,2,6
Mumps,0,US,LOUISIANA,NA,4/19/92,4/25/92,1,6
Mumps,0,US,OHIO,NA,4/12/92,4/18/92,6,6
Mumps,0,US,NEBRASKA,NA,4/12/92,4/18/92,1,6
Mumps,0,US,ARIZONA,NA,4/12/92,4/18/92,3,6
